Date,Steps,Sleep_Hours,Heart_rate_BPM,Cal_Burnt,Active_minutes
2025-01-01,8146.714153011233,6.898779528114163,73.95845255097682,1959.641709945709,153.0772008008113
2025-01-02,7511.735698828816,,62.21627222384968,2039.3175951580454,98.78508818553172
2025-01-03,8297.688538100692,7.312592400781795,76.08252755714472,1000.8996577339461,149.54883713569873
2025-01-04,9173.029856408026,7.397676098548832,54.9741639576216,2458.1638373512405,117.47397728953499
2025-01-05,7415.846625276664,6.526990216144533,82.29155637325644,2173.244237948996,
2025-01-06,7415.863043050819,7.3245101742589425,76.72597482413043,2499.005054929826,189.42892022103047
2025-01-07,9229.212815507391,7.79799829124545,74.56029734313876,551.8723109031553,243.4952252175703
2025-01-08,8417.434729152908,8.751143607795042,81.82690983945514,3044.1873523903637,179.73357649114905
2025-01-09,7180.525614065048,8.259270826085206,88.65474444462576,1930.2051859224132,100.20584689824078
2025-01-10,8192.560043585965,9.453182457511556,82.1437006501813,2554.0914083687585,182.23013341100705
2025-01-11,7186.5823071875375,6.532652437111951,53.59125768668355,1480.0470364372345,219.83157433228257
2025-01-12,7184.270246429744,8.172320636720677,59.204230332642986,2306.386952531285,129.5108547840309
2025-01-13,7891.962271566034,7.4833420057383515,65.75181422304321,1473.292218413172,153.2991416663541
2025-01-14,5736.719755342202,9.489802933217671,72.26091050210833,,160.73440973645987
2025-01-15,5925.082167486968,6.491701714644848,77.17659020469122,2957.015676933393,120.75508434588801
2025-01-16,7087.712470759027,6.460278157819224,64.74256186846534,1904.6587996183266,192.41402169219296
2025-01-17,6637.168879665576,6.700607354555977,73.86766764477078,2108.7164365898616,153.9525925696109
2025-01-18,7964.247332595274,5.176104275690193,64.44617067646678,2435.033865344377,180.97662219535138
2025-01-19,6741.975924478789,6.774244978319238,65.88482197008052,2247.840943986302,115.62539110989499
2025-01-20,6237.696298664709,6.540867338446302,57.93338903151778,2075.209452571788,138.1270849838295
2025-01-21,9115.648768921554,7.450393786476208,62.76766753889096,2182.4805012331126,196.11906789138857
2025-01-22,7424.223699513464,7.641755975777159,58.48315394383666,3201.7077926191378,141.35834239541165
2025-01-23,7717.528204687924,9.176170839215885,62.241267470226674,1971.1906014832073,246.34819256167026
2025-01-24,6225.251813786543,8.25042383818605,82.5364179660784,2100.549523357484,140.01819071926988
2025-01-25,7105.617275474818,6.723096344337597,62.50601111168057,2525.327198003806,171.23423628759429
2025-01-26,7760.922589709866,6.401585328651642,98.32382064837391,2552.762966478992,206.6295415936545
2025-01-27,6499.006422577697,7.791919171506506,76.93317900880889,2593.51515278019,89.08171335334842
2025-01-28,8025.698018345672,5.979766792979357,73.84836123694873,2319.3651110145925,71.95955940096121
2025-01-29,,9.131458765854354,63.41642219818787,1428.4975436347581,83.71718427149526
2025-01-30,7358.306250206723,,79.00309879408991,2816.715766150548,223.1292051713591
2025-01-31,7048.293387770603,6.830824347895295,,1426.827303490656,132.40709270537766
2025-02-01,9502.278184508938,5.586865470909123,73.22009814645361,2151.3177326195164,287.9099642834126
2025-02-02,7636.502775262066,8.653872374165413,97.60084538268795,1622.8620749903212,131.78762006713058
2025-02-03,6592.2890710441,7.185460154747382,71.03940100275351,,169.22756515985185
2025-02-04,8472.544912103189,8.537816311973462,83.49273326285676,2164.3812051517402,237.10549762839378
2025-02-05,6429.156350028978,5.705572341205633,64.96823574874112,2160.6786077251363,260.3046444079562
2025-02-06,7858.863595004756,6.7006249770462265,,2210.9603771176426,263.0751788318199
2025-02-07,5690.329876120224,7.305243699718183,89.7080063563551,2806.8556345293237,220.4183115296571
2025-02-08,6321.81395110157,7.346980593764742,65.73032942212232,2226.76715075699,211.20312629057312
2025-02-09,7846.861235869123,,90.12448557996929,1877.9216823546756,189.62634746005915
2025-02-10,8388.466579995411,7.922849932347498,79.07751935455475,2482.0435841441786,198.91805380833188
2025-02-11,7821.368281189971,6.232379570617406,66.37533224105732,2594.73524446232,132.44071418357333
2025-02-12,,7.157620514978706,78.3240773905552,1386.1960924315038,119.09005582888464
2025-02-13,7348.896304410711,7.420295631711899,81.7255444962673,2298.7000349249292,159.8312771294524
2025-02-14,6171.478009632572,7.814438834058749,78.21809962217196,2350.5863711554493,151.49076887375358
2025-02-15,6930.155791605292,8.01161487808889,56.297752801095434,1851.218248320004,137.33859753363623
2025-02-16,7189.3612290402125,6.17535790816213,64.72862824175131,2687.8534066558095,
2025-02-17,8707.122226218915,5.765885829264377,69.52481364448495,1924.9722064837367,207.76526042852555
2025-02-18,7993.6182895684615,8.577676821898509,71.25566570899954,2062.7882267357713,164.42034431459237
2025-02-19,5886.959844637266,7.632314011979592,78.20672097550678,1913.464087858065,233.8765040527631
2025-02-20,7974.083969394795,6.551513463443446,73.77701000933254,2007.7895237907337,102.91554429332476
2025-02-21,7264.917719583684,8.851151975522523,58.64655641289899,1451.8624565523992,150.31702703601408
2025-02-22,6973.077999694041,7.415674634292858,75.80197851005963,1279.9745587028528,124.15888396985974
2025-02-23,8261.676288840868,8.479297184063826,78.10585745283824,2797.252531612486,66.673169146347
2025-02-24,8680.999522495951,7.367518481410109,77.5979044793104,1576.519325840836,155.86596570786503
2025-02-25,8581.280119116198,9.360747924881988,82.80780725554622,1504.3038252718463,153.91262458083582
2025-02-26,6810.782476777362,9.055340842443204,80.33922154548904,923.3049431981426,235.67248716210656
2025-02-27,7340.787624148786,,76.59180079228437,1680.5191261552488,191.54058422773886
2025-02-28,7981.263431403564,8.271570950954356,71.29834288541353,1338.4551032962509,108.79065878353975
2025-03-01,8625.54512712236,7.945375949585148,,2821.0075800681843,252.70462831670943
2025-03-02,7170.82576215471,8.668631557532349,76.29618219132585,2504.908544671317,221.05168477626765
2025-03-03,7464.341023336183,6.335076539419895,74.07687687163111,1655.924827411138,189.10488517343077
2025-03-04,6543.6650259939715,7.986051459998439,74.71578837195374,3126.217902672154,148.6757950575084
2025-03-05,6453.793375919329,8.358424486849588,59.232514241796906,2490.882743495797,112.02803816382601
2025-03-06,8462.525822394198,5.541260513576885,61.189434595917376,1837.5843082456888,141.38966119644735
2025-03-07,9006.240028570823,6.116741487334225,82.53152853332904,750.2971425632134,214.4374309852093
2025-03-08,7577.989878419666,5.260767822239899,71.60444846143345,3145.471286295371,254.22931529673045
2025-03-09,8653.532897892024,7.030593165555442,78.81500697372624,1305.213766618202,237.16217641360944
2025-03-10,8011.636025047634,8.017542255795963,72.28318376130461,1177.300626521554,135.5575289106863
2025-03-11,7004.880245394876,8.802357052096028,72.29756139495746,,104.01912833554944
2025-03-12,8011.395605508414,7.374094780419775,81.38283805975998,3219.8762031696365,167.0443123455602
2025-03-13,9188.03656646597,8.928615545571292,66.83955271782627,2692.136409255259,71.57803172185741
2025-03-14,7614.173960890049,,72.96120776940984,2281.95456002618,176.15838570923907
2025-03-15,,5.596617560644845,67.37724711294958,2297.377170832643,152.61987068506656
2025-03-16,5030.254895910255,7.244452301103381,67.65503772567685,2426.707779390154,136.6981749065879
2025-03-17,8471.902504375224,7.684065448939307,68.90827876531361,2379.4642948933824,80.26484663666022
2025-03-18,7737.047068238171,7.267305251905907,74.22133771633713,2140.595711984688,185.68000532848583
2025-03-19,7350.992649534132,5.232557899960123,67.21251378336522,2052.100551975938,133.36495801690444
2025-03-20,7741.760776535502,7.210879960487212,84.55756125573521,1968.703436050239,101.5041582144856
2025-03-21,5662.431085399107,5.995530499495146,63.05392697780496,1623.0177055666618,20.0
2025-03-22,7430.328112162488,7.969672548830038,70.13128355838641,1859.662461566613,158.6242547474682
2025-03-23,8007.112571511747,7.666598246096848,67.60268941725825,1153.5215929023072,248.6125798334872
2025-03-24,9127.894044741515,6.360120213672644,86.46977884353733,1950.830186602625,243.0629607273935
2025-03-25,7131.7297817263525,6.786133082663306,73.96554776511574,1505.7044464245414,137.1451871706864
2025-03-26,6841.506397106812,6.2407864781110485,82.31844539468635,1448.2053413921144,
2025-03-27,7148.242956415464,7.237320902726828,57.14439626963028,2089.9470755767393,183.43871280375117
